w3.org,0.224806691
purl.org,0.085548846
lodlaundromat.org,0.056963209
xmlns.com,0.045452453
schema.org,0.023239532
creativecommons.org,0.020496922
dbpedia.org,0.018894825
rdfs.org,0.018738995
ogp.me,0.018442606
usefulinc.com,0.012066847
semanticweb.org,0.009684338
europa.eu,0.009642938
google.com,0.009342808
sourceforge.net,0.008921651
loa-cnr.it,0.008825226
obofoundry.org,0.008687855
oclc.org,0.008667131
semanticscience.org,0.008582804
spinrdf.org,0.008458928
geonames.org,0.008380987
github.com,0.00812843
lexvo.org,0.007974958
rpi.edu,0.007871764
semanticdesktop.org,0.007828442
kanzaki.com,0.007692255
okfn.org,0.007659605
inference-web.org,0.007592568
ebi.ac.uk,0.007064815
loc.gov,0.006912653
daml.org,0.006609226
bblfish.net,0.006500781
linkeddata.es,0.006491252
gutenberg.org,0.006462606
linkedmodel.org,0.00644134
thedatahub.org,0.006431237
fao.org,0.004951581
holygoat.co.uk,0.004094749
fu-berlin.de,0.003386967
ontologydesignpatterns.org,0.00293226
lingvoj.org,0.002763636
freebase.com,0.002751919
data.gov.uk,0.002712109
nih.gov,0.00267367
wikier.org,0.002643072
viaf.org,0.002632513
ordnancesurvey.co.uk,0.002600412
moustaki.org,0.002553209
vocab.org,0.002514023
l3s.de,0.002330119
opengis.net,0.002324097
telegraphis.net,0.002204838
opencyc.org,0.002162307
openprovenance.org,0.002148037
open.ac.uk,0.002128759
bbc.co.uk,0.002114311
lobid.org,0.002044286
bio2rdf.org,0.001994832
cornell.edu,0.001984711
deri.ie,0.001975827
deri.org,0.001975819
linkedevents.org,0.001969513
vivoweb.org,0.00194625
oasis-open.org,0.001939017
vse.cz,0.001841251
linkedgeodata.org,0.001828343
rdvocab.info,0.001801787
getty.edu,0.001792804
fundacionctic.org,0.001733126
lod2.eu,0.001637608
crossref.org,0.001618704
archiveshub.ac.uk,0.001607826
lod.ac,0.00160453
semanticauthoring.org,0.00158427
geovocab.org,0.001573113
commontag.org,0.001571826
umbel.org,0.001566598
provenanceweb.org,0.001563364
productontology.org,0.001554262
dbcls.jp,0.001504151
openelectiondata.org,0.001504151
prefix.cc,0.001504151
essepuntato.it,0.001500273
oegov.org,0.001500273
worldcat.org,0.001430772
d-nb.info,0.001427439
upm.es,0.001426342
aksw.org,0.001414285
glottolog.org,0.001335086
twitter.com,0.001330605
usda.gov,0.001309055
metadataregistry.org,0.001236465
mindswap.org,0.00121266
openarchives.org,0.001201715
mpg.de,0.001191689
inria.fr,0.001129714
bnf.fr,0.001113246
ontotext.com,0.001083233
linkedlifedata.com,0.001070839
uni-mannheim.de,0.00107039
vu.nl,0.00106653
dewey.info,0.001054668
iflastandards.info,0.001003931
nii.ac.jp,0.000997343
zbw.eu,0.000990751
linked-statistics.org,0.000985005
soton.ac.uk,0.000972906
umich.edu,0.000940781
ontologycentral.com,0.000890427
lemon-model.net,0.000875833
csiro.au,0.000847264
wsmo.org,0.000813204
insee.fr,0.000807815
rkbexplorer.com,0.000806928
uni-leipzig.de,0.000786386
indiana.edu,0.000774972
ugent.be,0.000773975
ntnu.no,0.000772369
mit.edu,0.000760463
liu.se,0.000757467
uni-goettingen.de,0.000755267
ucl.ac.uk,0.00075433
manchester.ac.uk,0.00074949
theodi.org,0.000748576
auth.gr,0.000747773
ontologi.es,0.000746867
kcl.ac.uk,0.000742998
tcd.ie,0.000739807
uba.de,0.000736078
shef.ac.uk,0.000731829
uio.no,0.000728475
kit.edu,0.000727649
uga.edu,0.000723061
tudelft.nl,0.000722715
unitn.it,0.000722715
dbtune.org,0.000721103
agrovoc-cs-workbench.googlecode.com,0.00071489
eprints.org,0.00071022
toronto.edu,0.000703771
lehigh.edu,0.000701177
zaragoza.es,0.000699742
um.es,0.000682989
wright.edu,0.000678398
gesis.org,0.000666718
nxp.com,0.000659494
brunel.ac.uk,0.000644464
lirmm.fr,0.000637801
joanneum.at,0.000637437
colorado.edu,0.0006343
uni-tuebingen.de,0.000634203
deusto.es,0.000628669
bl.uk,0.000627599
nytimes.com,0.000627334
bibsonomy.org,0.000627018
rhizomik.net,0.000621715
rgu.ac.uk,0.000612791
admin.ch,0.000612417
wals.info,0.000611174
wu.ac.at,0.000607564
sussex.ac.uk,0.000606041
qmul.ac.uk,0.000604108
ndl.go.jp,0.000603613
apple.com,0.000602788
govwild.org,0.000600649
ieee.org,0.000596347
nature.com,0.0005954
ufl.edu,0.000592071
gnoss.com,0.000591251
metalex.eu,0.000587362
vanderbilt.edu,0.000587242
bitbucket.org,0.00058646
europeana.eu,0.000585685
openlibrary.org,0.000584018
lexinfo.net,0.00058197
myexperiment.org,0.000577823
scb.se,0.000577622
monnet-project.eu,0.000574004
linkedscience.org,0.000572001
ucd.ie,0.00057015
pw.edu.pl,0.000569275
keele.ac.uk,0.000568174
mcu.es,0.00056462
stoa.org,0.000563976
ntu.ac.uk,0.000561913
gsu.edu,0.000560468
idref.fr,0.00055872
cern.ch,0.00055659
uniprot.org,0.00055553
kb.se,0.000553641
mediawiki.org,0.00055175
ckan.net,0.00055105
semsol.org,0.000549783
euskadi.net,0.000548414
dnb.de,0.000548359
semantic-web.at,0.000548205
hpi-web.de,0.000547513
kisti.re.kr,0.000547513
musicbrainz.org,0.000543258
mmu.ac.uk,0.000542807
plymouth.ac.uk,0.000542807
polito.it,0.00054223
legislation.gov.uk,0.000541225
regione.emilia-romagna.it,0.000538522
enakting.org,0.000538268
upf.edu,0.00053457
bibsys.no,0.000534228
csarven.ca,0.000534168
nerc.ac.uk,0.000530122
ebusiness-unibw.org,0.000529622
isocat.org,0.000529429
sti2.at,0.000526325
iptc.org,0.000523675
kadaster.nl,0.000522107
uni-leipzig.org,0.000521692
st-andrews.ac.uk,0.000520741
bournemouth.ac.uk,0.000520556
hope.ac.uk,0.000520556
render-project.eu,0.00051829
tinyurl.com,0.000511382
linkededucation.org,0.000511165
dropbox.com,0.000509284
southampton.ac.uk,0.000509158
stlouisfed.org,0.000507391
camera.it,0.000506862
derby.ac.uk,0.000506862
oszk.hu,0.000506862
bcn.cl,0.000503304
uca.es,0.000502984
ensicaen.fr,0.00050285
geosciml.org,0.000502816
rijksmuseum.nl,0.000499426
roehampton.ac.uk,0.000497255
bne.es,0.000497168
ebu.ch,0.000497168
nobelprize.org,0.000494834
sears.com,0.000489291
ksu.ru,0.000489202
unime.it,0.000489202
ineverycrea.net,0.000489201
stockholm.se,0.000488971
qudt.org,0.000488534
iupac.org,0.000485324
harper-adams.ac.uk,0.000481314
bolton.ac.uk,0.000471631
debian.org,0.000471631
enel.com,0.000471631
govtrack.us,0.000471631
lichfielddc.gov.uk,0.000471631
surgeradio.co.uk,0.000471631
yovisto.com,0.000471631
sudoc.fr,0.000470781
samos.gr,0.000467753
wikihow.com,0.000467753
linkedmdb.org,0.000466594
data.gov,0.000463921
reegle.info,0.00046323
techlib.cz,0.00046122
reduno-internacional.com,0.000458041
totl.net,0.000455249
opencalais.com,0.000444865
cidoc-crm.org,0.000440655
commondatastorage.googleapis.com,0.00044049
didactalia.net,0.000436765
yso.fi,0.000434365
observedchange.com,0.000433535
uriburner.com,0.000432067
opendatacommunities.org,0.000430508
figshare.com,0.000430464
eagle-i.net,0.00043035
occ.gov,0.000430145
atlantides.org,0.000427156
theses.fr,0.000425282
ntkcz.cz,0.000423379
fer.hr,0.000420362
open-services.net,0.000417485
data.gov.au,0.000416312
mismuseos.net,0.000408348
deutsche-biographie.de,0.000406483
msc2010.org,0.000400143
vici.org,0.000399558
ifpri.org,0.000398506
resc.info,0.000396847
linkedct.org,0.000396379
erfgoedplus.be,0.000393576
hebis.de,0.000393232
ineverycrea.com.ar,0.000392416
destin-informatique.com,0.000392211
corporateexcellence.net,0.000391887
nlp2rdf.org,0.000389094
beeldengeluid.nl,0.000388912
opencorporates.com,0.000387687
openfoodfacts.org,0.000387687
iconclass.org,0.000386007
archaeologydataservice.ac.uk,0.000385775
abes.fr,0.000385265
musiclibraryassoc.org,0.000385265
prov.vic.gov.au,0.000385265
tripadvisor.nl,0.000385034
zbsport.de,0.000384945
raw.githubusercontent.com,0.000384391
b3kat.de,0.000381969
finds.org.uk,0.000381897
wmflabs.org,0.000381897
isfdb.org,0.000381387
agrinepaldata.com,0.000381127
publicdata.eu,0.000381127
getalp.org,0.000379218
organic-edunet.eu,0.000375922
sandrart.net,0.00037481
esd.org.uk,0.000371252
geolba.ac.at,0.000371252
icane.es,0.000371252
kiom.re.kr,0.000371252
linguistics-ontology.org,0.000371252
lotico.com,0.000371252
moat-project.org,0.000371252
oceandrilling.org,0.000371252
onki.fi,0.000371252
openei.org,0.000371252
openlylocal.com,0.000371252
pokepedia.fr,0.000371252
wikipathways.org,0.000371252
box.com,0.000370932
270a.info,0.000367956
arthroscopyportal.com,0.000367956
athelia.com,0.000367956
beef.org.pl,0.000367956
bibbase.org,0.000367956
bibleontology.com,0.000367956
central-lancashire.ac.uk,0.000367956
colinda.org,0.000367956
dbpedialite.org,0.000367956
dbtropes.org,0.000367956
garnicaplywood.com,0.000367956
geocontext.org,0.000367956
ideaconsult.net,0.000367956
idswrapper.appspot.com,0.000367956
kdata.kr,0.000367956
klappstuhlclub.de,0.000367956
kupkb.org,0.000367956
languagelibrary.eu,0.000367956
lenka.no,0.000367956
linkedopencommerce.com,0.000367956
meriterm.org,0.000367956
miguiadeviajes.net,0.000367956
muninn-project.org,0.000367956
ontosearch.com,0.000367956
opendatacommunities-downloads.s3.amazonaws.com,0.000367956
openlids.org,0.000367956
openmobilenetwork.org,0.000367956
opmw.org,0.000367956
pdev.org.uk,0.000367956
portsmouth.ac.uk,0.000367956
productdb.org,0.000367956
rdfize.com,0.000367956
rfnum.org,0.000367956
rickmurphy.org,0.000367956
securitytoolbox.appspot.com,0.000367956
semanticbible.com,0.000367956
semantic-web-journal.com,0.000367956
sensormeasurement.appspot.com,0.000367956
spitfire-project.eu,0.000367956
styx.org,0.000367956
theviewfrom.org,0.000367956
uk-postcodes.com,0.000367956
umbel.googlecode.com,0.000367956
xdams.org,0.000367956
hs-mainz.de,0.000367636
agls.gov.au,0.000367374
biennaledemocrazia.it,0.000367374
biopax.org,0.000367374
bol.com,0.000367374
currency-iso.org,0.000367374
daveyp.com,0.000367374
dydra.com,0.000367374
footytube.com,0.000367374
mindmeister.com,0.000367374
nu.nl,0.000367374
poderopedia.com,0.000367374
press.net,0.000367374
shell.com.ng,0.000367374
zoover.nl,0.000367374
a3nm.net,0.000364078
alod.ch,0.000364078
askosi.org,0.000364078
bergnet.org,0.000364078
cfla.gov.lv,0.000364078
code-research.eu,0.000364078
ebsemantics.net,0.000364078
irail.be,0.000364078
jesandco.org,0.000364078
lider-project.eu,0.000364078
linkedbrainz.org,0.000364078
linkedchemistry.info,0.000364078
linkedfood.org,0.000364078
linked-neuron-data.org,0.000364078
linkedopencolors.appspot.com,0.000364078
lod.tw,0.000364078
metabolomexchange.org,0.000364078
offenedaten-koeln.de,0.000364078
ontology.it,0.000364078
openimages.eu,0.000364078
paradigmatecnologico.com,0.000364078
pentandra.com,0.000364078
pilod.nl,0.000364078
privatealpha.com,0.000364078
prologmoo.com,0.000364078
rdfs.co,0.000364078
uri4uri.net,0.000364078
verborgh.org,0.000364078
viaa.gov.lv,0.000364078
vocab.pub,0.000364078
wouterbeek.com,0.000364078
